ccd_count clocking datestart             datestop              dec             dither fep_count hetg letg obsid pcad_mode pitch  power_cmd  q1                 q2               q3               q4                ra            roll          si_mode  simfa_pos simpos trans_keys                                       tstart       tstop        vid_board
5         0        2017:039:03:08:31.926 2017:039:03:08:39.926 48.2143774189   ENAB   5         RETR INSR 20005 NMAN      87.57  WSPOW0CE3E 0.000356882992072  -0.604944686605  -0.503846656743  0.616587662082    248.922408678 66.2767516394 TE_0023A -991      -99616 si_mode                                          602910581.11 602910589.11 1        
5         1        2017:039:03:08:39.926 2017:039:03:09:35.926 48.2143774189   ENAB   5         RETR INSR 20005 NMAN      87.57  XTZ0000005 0.000356882992072  -0.604944686605  -0.503846656743  0.616587662082    248.922408678 66.2767516394 TE_0023A -991      -99616 clocking,power_cmd                               602910589.11 602910645.11 1        
5         1        2017:039:03:09:35.926 2017:039:03:11:46.262 48.2143774189   ENAB   5         RETR INSR 20005 NMAN      87.57  XTZ0000005 0.000356882992072  -0.604944686605  -0.503846656743  0.616587662082    248.922408678 66.2767516394 TE_0023A -991      -99616 dither                                           602910645.11 602910775.45 1        
5         1        2017:039:03:11:46.262 2017:039:05:45:30.816 45.6525582415   ENAB   5         RETR INSR 20005 NPNT      84.88  XTZ0000005 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      -99616 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602910775.45 602920000.00 1        
5         1        2017:039:05:45:30.816 2017:039:08:32:10.816 45.6525582415   ENAB   5         RETR INSR 20005 NPNT      84.92  XTZ0000005 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      -99616 pitch                                            602920000.00 602930000.00 1        
5         1        2017:039:08:32:10.816 2017:039:09:03:05.926 45.6525582415   ENAB   5         RETR INSR 20005 NPNT      84.96  XTZ0000005 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      -99616 pitch                                            602930000.00 602931855.11 1        
5         0        2017:039:09:03:05.926 2017:039:09:06:05.926 45.6525582415   ENAB   5         RETR INSR 20005 NPNT      84.96  AA00000000 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      -99616 clocking,power_cmd                               602931855.11 602932035.11 1        
5         0        2017:039:09:06:05.926 2017:039:09:06:16.177 45.6525582415   ENAB   5         RETR INSR 19999 NMAN      84.96  AA00000000 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      75624  obsid,pcad_mode,simpos                           602932035.11 602932045.36 1        
5         0        2017:039:09:06:16.177 2017:039:09:06:40.265 45.6525582415   ENAB   5         RETR INSR 19999 NMAN      86.60  AA00000000 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    602932045.36 602932069.45 1        
5         0        2017:039:09:06:40.265 2017:039:09:11:07.085 45.6525582415   ENAB   5         RETR RETR 19999 NMAN      86.60  AA00000000 0.0239868715       -0.574426685     -0.505264194     0.64355785        255.880807058 60.9970391157 TE_0023A -991      75624  letg                                             602932069.45 602932336.27 1        
5         0        2017:039:09:11:07.085 2017:039:09:11:42.360 49.263685911    ENAB   5         RETR RETR 19999 NMAN      94.07  AA00000000 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -991      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    602932336.27 602932371.54 1        
5         0        2017:039:09:11:42.360 2017:039:09:13:10.220 49.263685911    ENAB   5         RETR RETR 19999 NMAN      94.07  AA00000000 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -418      75624  simfa_pos                                        602932371.54 602932459.40 1        
5         0        2017:039:09:13:10.220 2017:039:09:15:24.249 49.263685911    ENAB   5         RETR RETR 19999 NMAN      94.07  AA00000000 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -468      75624  simfa_pos                                        602932459.40 602932593.43 1        
5         0        2017:039:09:15:24.249 2017:039:09:15:28.249 49.263685911    ENAB   5         RETR RETR 19999 NMAN      94.07  AA00000000 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -468      75624  clocking,power_cmd                               602932593.43 602932597.43 1        
5         0        2017:039:09:15:28.249 2017:039:09:15:32.249 49.263685911    ENAB   5         RETR RETR 19999 NMAN      94.07  AA00000000 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -468      75624  clocking,power_cmd                               602932597.43 602932601.43 1        
0         0        2017:039:09:15:32.249 2017:039:09:15:56.249 49.263685911    ENAB   0         RETR RETR 19999 NMAN      94.07  WSPOW00000 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -468      75624  ccd_count,clocking,fep_count,power_cmd,vid_board 602932601.43 602932625.43 1        
5         0        2017:039:09:15:56.249 2017:039:09:15:57.993 49.263685911    ENAB   5         RETR RETR 19999 NMAN      94.07  WSPOW1CC3E 0.00517123176345   -0.598978547072  -0.485599551082  0.636703253469    253.149694684 64.3585262249 TE_0023A -468      75624  ccd_count,clocking,fep_count,power_cmd,vid_board 602932625.43 602932627.18 1        
5         0        2017:039:09:15:57.993 2017:039:09:16:59.249 60.5160772035   ENAB   5         RETR RETR 19999 NMAN      108.83 WSPOW1CC3E -0.0597818471603   -0.677251805911  -0.412577208776  0.606247612299    238.415730251 81.1745806091 TE_0023A -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    602932627.18 602932688.43 1        
5         0        2017:039:09:16:59.249 2017:039:09:17:03.249 60.5160772035   ENAB   5         RETR RETR 19999 NMAN      108.83 WSPOW1CC3E -0.0597818471603   -0.677251805911  -0.412577208776  0.606247612299    238.415730251 81.1745806091 TE_007BC -468      75624  si_mode                                          602932688.43 602932692.43 1        
5         1        2017:039:09:17:03.249 2017:039:09:20:48.901 60.5160772035   ENAB   5         RETR RETR 19999 NMAN      108.83 XTZ0000005 -0.0597818471603   -0.677251805911  -0.412577208776  0.606247612299    238.415730251 81.1745806091 TE_007BC -468      75624  clocking,power_cmd                               602932692.43 602932918.09 1        
5         1        2017:039:09:20:48.901 2017:039:09:25:39.809 68.1801377378   ENAB   5         RETR RETR 19999 NMAN      126.81 XTZ0000005 -0.152874088217    -0.771320909396  -0.293559937672  0.543613952501    192.956435816 129.537798431 TE_007BC -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    602932918.09 602933208.99 1        
5         1        2017:039:09:25:39.809 2017:039:09:30:30.717 58.490597604    ENAB   5         RETR RETR 19999 NMAN      141.89 XTZ0000005 -0.24052351523     -0.837928483419  -0.164090979365  0.461625870449    151.224677179 174.187509845 TE_007BC -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    602933208.99 602933499.90 1        
5         1        2017:039:09:30:30.717 2017:039:09:33:11.249 46.7900944027   ENAB   5         RETR RETR 19999 NMAN      149.58 XTZ0000005 -0.295597595942    -0.866357599449  -0.0720982665201 0.396040919091    138.343318293 189.178414939 TE_007BC -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    602933499.90 602933660.43 1        
5         1        2017:039:09:33:11.249 2017:039:09:35:21.625 46.7900944027   ENAB   5         RETR RETR 19999 NMAN      149.58 XTZ0000005 -0.295597595942    -0.866357599449  -0.0720982665201 0.396040919091    138.343318293 189.178414939 TE_007BC -468      75624  dither                                           602933660.43 602933790.81 1        
5         1        2017:039:09:35:21.625 2017:039:11:18:50.816 43.1106303058   ENAB   5         RETR RETR 19999 NPNT      151.25 XTZ0000005 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      75624  dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602933790.81 602940000.00 1        
5         1        2017:039:11:18:50.816 2017:039:12:25:13.942 43.1106303058   ENAB   5         RETR RETR 19999 NPNT      151.22 XTZ0000005 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      75624  pitch                                            602940000.00 602943983.13 1        
5         0        2017:039:12:25:13.942 2017:039:12:27:00.627 43.1106303058   ENAB   5         RETR RETR 19999 NMAN      151.22 AA00000000 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      -99616 clocking,pcad_mode,power_cmd,simpos              602943983.13 602944089.81 1        
5         0        2017:039:12:27:00.627 2017:039:12:28:13.942 43.1106303058   ENAB   5         RETR RETR 19999 NMAN      151.19 AA00000000 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602944089.81 602944163.13 1        
5         0        2017:039:12:28:13.942 2017:039:12:30:50.376 43.1106303058   ENAB   5         RETR RETR 50321 NMAN      151.19 AA00000000 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      -99616 obsid                                            602944163.13 602944319.56 1        
5         0        2017:039:12:30:50.376 2017:039:12:30:54.376 43.1106303058   ENAB   5         RETR RETR 50321 NMAN      151.19 AA00000000 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      -99616 clocking,power_cmd                               602944319.56 602944323.56 1        
5         0        2017:039:12:30:54.376 2017:039:12:30:58.376 43.1106303058   ENAB   5         RETR RETR 50321 NMAN      151.19 AA00000000 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      -99616 clocking,power_cmd                               602944323.56 602944327.56 1        
0         0        2017:039:12:30:58.376 2017:039:12:31:00.627 43.1106303058   ENAB   0         RETR RETR 50321 NMAN      151.19 WSPOW00000 -0.310648013       -0.871912163     -0.0452033708    0.375797348       135.932787914 192.230519379 TE_007BC -468      -99616 ccd_count,clocking,fep_count,power_cmd,vid_board 602944327.56 602944329.81 1        
0         0        2017:039:12:31:00.627 2017:039:12:31:22.376 43.1184497943   ENAB   0         RETR RETR 50321 NPNT      151.18 WSPOW00000 -0.310613851       -0.871900024     -0.0452361613    0.375849801       135.936243268 192.228157012 TE_007BC -468      -99616 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602944329.81 602944351.56 1        
6         0        2017:039:12:31:22.376 2017:039:12:32:29.376 43.1184497943   ENAB   6         RETR RETR 50321 NPNT      151.18 WSPOW3F03F -0.310613851       -0.871900024     -0.0452361613    0.375849801       135.936243268 192.228157012 TE_007BC -468      -99616 ccd_count,clocking,fep_count,power_cmd,vid_board 602944351.56 602944418.56 1        
6         0        2017:039:12:32:29.376 2017:039:12:32:33.376 43.1184497943   ENAB   6         RETR RETR 50321 NPNT      151.18 WSPOW3F03F -0.310613851       -0.871900024     -0.0452361613    0.375849801       135.936243268 192.228157012 TE_007AE -468      -99616 si_mode                                          602944418.56 602944422.56 1        
6         1        2017:039:12:32:33.376 2017:039:12:37:05.810 43.1184497943   ENAB   6         RETR RETR 50321 NPNT      151.18 XTZ0000005 -0.310613851       -0.871900024     -0.0452361613    0.375849801       135.936243268 192.228157012 TE_007AE -468      -99616 clocking,power_cmd                               602944422.56 602944694.99 1        
6         1        2017:039:12:37:05.810 2017:039:12:37:16.061 43.1184497943   ENAB   6         RETR RETR 50320 NMAN      151.18 XTZ0000005 -0.310613851       -0.871900024     -0.0452361613    0.375849801       135.936243268 192.228157012 TE_007AE -468      -99616 obsid,pcad_mode                                  602944694.99 602944705.25 1        
6         1        2017:039:12:37:16.061 2017:039:12:42:03.677 43.1184497943   ENAB   6         RETR RETR 50320 NMAN      149.10 XTZ0000005 -0.310613851       -0.871900024     -0.0452361613    0.375849801       135.936243268 192.228157012 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602944705.25 602944992.86 1        
6         1        2017:039:12:42:03.677 2017:039:12:46:51.292 47.0939950684   ENAB   6         RETR RETR 50320 NMAN      139.82 XTZ0000005 -0.311042137457    -0.856841981539  -0.0548585219456 0.407510919427    134.170298062 193.549072044 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602944992.86 602945280.48 1        
6         1        2017:039:12:46:51.292 2017:039:12:51:38.908 60.5210244233   ENAB   6         RETR RETR 50320 NMAN      121.94 XTZ0000005 -0.309348082586    -0.796068183715  -0.0875471286149 0.512752094518    125.073767217 201.186742467 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602945280.48 602945568.09 1        
6         1        2017:039:12:51:38.908 2017:039:12:56:26.524 76.4076837082   ENAB   6         RETR RETR 50320 NMAN      100.50 XTZ0000005 -0.297871221779    -0.683281508475  -0.133246212841  0.653180343902    82.4831644379 241.759387383 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602945568.09 602945855.71 1        
6         1        2017:039:12:56:26.524 2017:039:13:01:14.140 69.7901677379   ENAB   6         RETR RETR 50320 NMAN      79.05  XTZ0000005 -0.275811256906    -0.545393668636  -0.174696087601  0.771981329592    5.16957865858 317.071763688 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602945855.71 602946143.32 1        
6         1        2017:039:13:01:14.140 2017:039:13:06:01.755 50.8147109487   ENAB   6         RETR RETR 50320 NMAN      61.18  XTZ0000005 -0.244353418707    -0.389813057989  -0.209669747273  0.862772150194    344.270178321 335.881811618 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602946143.32 602946430.94 1        
6         1        2017:039:13:06:01.755 2017:039:13:10:49.371 37.0285408718   ENAB   6         RETR RETR 50320 NMAN      51.90  XTZ0000005 -0.218231676095    -0.276721654736  -0.229246016304  0.907329226269    338.296728651 340.298008288 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602946430.94 602946718.56 1        
6         1        2017:039:13:10:49.371 2017:039:13:51:10.376 32.9999999603   ENAB   6         RETR RETR 50320 NPNT      49.82  XTZ0000005 -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602946718.56 602949139.56 1        
6         0        2017:039:13:51:10.376 2017:039:13:54:10.376 32.9999999603   ENAB   6         RETR RETR 50320 NPNT      49.82  AA00000000 -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 clocking,power_cmd                               602949139.56 602949319.56 1        
6         0        2017:039:13:54:10.376 2017:039:13:54:19.376 32.9999999603   ENAB   6         RETR RETR 50320 NPNT      49.82  AA00000000 -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 clocking,power_cmd                               602949319.56 602949328.56 1        
6         0        2017:039:13:54:19.376 2017:039:14:05:30.816 32.9999999603   ENAB   6         RETR RETR 50320 NPNT      49.82  WSVIDALLDN -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 power_cmd,vid_board                              602949328.56 602950000.00 0        
6         0        2017:039:14:05:30.816 2017:039:15:39:04.889 32.9999999603   ENAB   6         RETR RETR 50320 NPNT      49.80  WSVIDALLDN -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 pitch                                            602950000.00 602955614.07 0        
6         0        2017:039:15:39:04.889 2017:039:15:39:15.140 32.9999999603   ENAB   6         RETR RETR 50319 NMAN      49.80  WSVIDALLDN -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 obsid,pcad_mode                                  602955614.07 602955624.32 0        
6         0        2017:039:15:39:15.140 2017:039:15:44:10.634 32.9999999603   ENAB   6         RETR RETR 50319 NMAN      51.97  WSVIDALLDN -0.210027352       -0.243174858     -0.234234549     0.917544918       337.000000058 341.111614881 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602955624.32 602955919.82 0        
6         0        2017:039:15:44:10.634 2017:039:15:49:06.128 37.0359113212   ENAB   6         RETR RETR 50319 NMAN      61.78  WSVIDALLDN -0.218958138364    -0.277796500202  -0.222899136037  0.90840652459     339.211714522 339.927845207 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602955919.82 602956215.31 0        
6         0        2017:039:15:49:06.128 2017:039:15:54:01.622 50.5417403159   ENAB   6         RETR RETR 50319 NMAN      80.39  WSVIDALLDN -0.24718559198     -0.393747274012  -0.181350983169  0.866587669468    349.147501838 333.294582134 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602956215.31 602956510.81 0        
6         0        2017:039:15:54:01.622 2017:039:15:58:57.116 66.882069806    ENAB   6         RETR RETR 50319 NMAN      102.45 WSVIDALLDN -0.280114496423    -0.548409757467  -0.115868819776  0.779331138898    18.8162078607 307.97059047  TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602956510.81 602956806.30 0        
6         0        2017:039:15:58:57.116 2017:039:16:03:52.610 68.9858214597   ENAB   6         RETR RETR 50319 NMAN      124.52 WSVIDALLDN -0.302793605568    -0.683465179318  -0.0457433730703 0.662645399555    80.1142420903 250.853116736 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602956806.30 602957101.79 0        
6         0        2017:039:16:03:52.610 2017:039:16:08:48.104 54.2240676441   ENAB   6         RETR RETR 50319 NMAN      143.14 WSVIDALLDN -0.314153558684    -0.792545433838  0.0257188161781  0.522032393638    116.141866772 219.107524051 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602957101.79 602957397.29 0        
6         0        2017:039:16:08:48.104 2017:039:16:13:43.598 40.9936502622   ENAB   6         RETR RETR 50319 NMAN      152.95 WSVIDALLDN -0.315234215398    -0.851126171783  0.0747934614055  0.413058794754    127.551428348 210.911150686 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602957397.29 602957692.78 0        
6         0        2017:039:16:13:43.598 2017:039:16:52:10.816 36.9999999568   ENAB   6         RETR RETR 50319 NPNT      155.16 WSVIDALLDN -0.314501802       -0.865326321     0.0888080116     0.380015935       130.000000036 209.4555208   TE_007AE -468      -99616 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602957692.78 602960000.00 0        
6         0        2017:039:16:52:10.816 2017:039:19:04:43.347 36.9999999568   ENAB   6         RETR RETR 50319 NPNT      155.14 WSVIDALLDN -0.314501802       -0.865326321     0.0888080116     0.380015935       130.000000036 209.4555208   TE_007AE -468      -99616 pitch                                            602960000.00 602967952.53 0        
6         0        2017:039:19:04:43.347 2017:039:19:04:53.598 36.9999999568   ENAB   6         RETR RETR 50318 NMAN      155.14 WSVIDALLDN -0.314501802       -0.865326321     0.0888080116     0.380015935       130.000000036 209.4555208   TE_007AE -468      -99616 obsid,pcad_mode                                  602967952.53 602967962.78 0        
6         0        2017:039:19:04:53.598 2017:039:19:09:49.081 36.9999999568   ENAB   6         RETR RETR 50318 NMAN      152.87 WSVIDALLDN -0.314501802       -0.865326321     0.0888080116     0.380015935       130.000000036 209.4555208   TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602967962.78 602968258.26 0        
6         0        2017:039:19:09:49.081 2017:039:19:14:44.564 40.9985550346   ENAB   6         RETR RETR 50318 NMAN      143.05 WSVIDALLDN -0.315114294234    -0.851155617458  0.0748255621174  0.413083805961    127.565226589 210.911557125 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602968258.26 602968553.75 0        
6         0        2017:039:19:14:44.564 2017:039:19:19:40.048 54.2489127037   ENAB   6         RETR RETR 50318 NMAN      124.44 WSVIDALLDN -0.31362295295     -0.792677067947  0.0258608577999  0.522144543612    116.206010344 219.103766201 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602968553.75 602968849.23 0        
6         0        2017:039:19:19:40.048 2017:039:19:24:35.531 69.0522068951   ENAB   6         RETR RETR 50318 NMAN      102.37 WSVIDALLDN -0.301689114264    -0.683739344633  -0.0454498117127 0.662886491494    80.1972624195 250.892262671 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602968849.23 602969144.72 0        
6         0        2017:039:19:24:35.531 2017:039:19:29:31.014 66.9426828933   ENAB   6         RETR RETR 50318 NMAN      80.30  WSVIDALLDN -0.278475057718    -0.548818365723  -0.115434363996  0.779695421519    18.7136711953 308.255745339 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602969144.72 602969440.20 0        
6         0        2017:039:19:29:31.014 2017:039:19:34:26.497 50.5645863791   ENAB   6         RETR RETR 50318 NMAN      61.69  WSVIDALLDN -0.245075525981    -0.394276817222  -0.180792424748  0.867062786755    349.086530534 333.600867208 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602969440.20 602969735.68 0        
6         0        2017:039:19:34:26.497 2017:039:19:39:21.981 37.0405523142   ENAB   6         RETR RETR 50318 NMAN      51.87  WSVIDALLDN -0.216568440191    -0.278403368474  -0.222265446545  0.908948703427    339.198517224 340.233829105 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602969735.68 602970031.17 0        
6         0        2017:039:19:39:21.981 2017:039:20:00:21.726 33.000000073    ENAB   6         RETR RETR 50318 NPNT      49.67  WSVIDALLDN -0.207564477       -0.243802523     -0.233581176     0.918105197       337.000000054 341.419107614 TE_007AE -468      -99616 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602970031.17 602971290.91 0        
6         0        2017:039:20:00:21.726 2017:039:20:00:31.977 33.000000073    ENAB   6         RETR RETR 50317 NMAN      49.67  WSVIDALLDN -0.207564477       -0.243802523     -0.233581176     0.918105197       337.000000054 341.419107614 TE_007AE -468      -99616 obsid,pcad_mode                                  602971290.91 602971301.16 0        
6         0        2017:039:20:00:31.977 2017:039:20:05:10.951 33.000000073    ENAB   6         RETR RETR 50317 NMAN      51.00  WSVIDALLDN -0.207564477       -0.243802523     -0.233581176     0.918105197       337.000000054 341.419107614 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602971301.16 602971580.13 0        
6         0        2017:039:20:05:10.951 2017:039:20:09:49.925 34.5044042258   ENAB   6         RETR RETR 50317 NMAN      57.31  WSVIDALLDN -0.220041670606    -0.259273899041  -0.206036775491  0.917555206237    341.315670087 338.8781093   TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602971580.13 602971859.11 0        
6         0        2017:039:20:09:49.925 2017:039:20:14:28.899 38.3557453007   ENAB   6         RETR RETR 50317 NMAN      70.42  WSVIDALLDN -0.26138874993     -0.310665047237  -0.108545633973  0.907403436215    357.472536098 328.739790444 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602971859.11 602972138.08 0        
6         0        2017:039:20:14:28.899 2017:039:20:19:07.872 39.2945635541   ENAB   6         RETR RETR 50317 NMAN      86.99  WSVIDALLDN -0.31704578138     -0.380221367493  0.0420072005615  0.867841621603    23.9378353538 311.206631797 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602972138.08 602972417.06 0        
6         0        2017:039:20:19:07.872 2017:039:20:23:46.846 34.0485585919   ENAB   6         RETR RETR 50317 NMAN      103.54 WSVIDALLDN -0.363167246371    -0.438388362917  0.193658211931   0.799012948736    49.2708569938 295.128584941 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602972417.06 602972696.03 0        
6         0        2017:039:20:23:46.846 2017:039:20:28:25.820 24.3342333469   ENAB   6         RETR RETR 50317 NMAN      116.62 WSVIDALLDN -0.39676033711     -0.481391594919  0.336566812268   0.705383689201    70.1113326647 284.08153248  TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602972696.03 602972975.00 0        
6         0        2017:039:20:28:25.820 2017:039:20:33:04.794 16.4182251215   ENAB   6         RETR RETR 50317 NMAN      122.94 WSVIDALLDN -0.411957671552    -0.50131254961   0.424998159041   0.631152255909    81.8415493334 279.47792986  TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602972975.00 602973253.98 0        
6         0        2017:039:20:33:04.794 2017:039:22:25:30.816 14.0000000001   ENAB   6         RETR RETR 50317 NPNT      124.28 WSVIDALLDN -0.415268764       -0.505752882     0.449366888      0.608140835       85.0000000458 278.506741506 TE_007AE -468      -99616 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          602973253.98 602980000.00 0        
6         0        2017:039:22:25:30.816 2017:040:00:45:07.375 14.0000000001   ENAB   6         RETR RETR 50317 NPNT      124.20 WSVIDALLDN -0.415268764       -0.505752882     0.449366888      0.608140835       85.0000000458 278.506741506 TE_007AE -468      -99616 pitch                                            602980000.00 602988376.56 0        
6         0        2017:040:00:45:07.375 2017:040:00:45:17.626 14.0000000001   ENAB   6         RETR RETR 50316 NMAN      124.20 WSVIDALLDN -0.415268764       -0.505752882     0.449366888      0.608140835       85.0000000458 278.506741506 TE_007AE -468      -99616 obsid,pcad_mode                                  602988376.56 602988386.81 0        
6         0        2017:040:00:45:17.626 2017:040:00:49:56.619 14.0000000001   ENAB   6         RETR RETR 50316 NMAN      122.77 WSVIDALLDN -0.415268764       -0.505752882     0.449366888      0.608140835       85.0000000458 278.506741506 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602988386.81 602988665.80 0        
6         0        2017:040:00:49:56.619 2017:040:00:54:35.613 16.4254991019   ENAB   6         RETR RETR 50316 NMAN      116.45 WSVIDALLDN -0.41185911705     -0.501338957915  0.425024036469   0.631178171862    81.8470923737 279.484914583 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602988665.80 602988944.80 0        
6         0        2017:040:00:54:35.613 2017:040:00:59:14.606 24.3643507695   ENAB   6         RETR RETR 50316 NMAN      103.38 WSVIDALLDN -0.396319513463    -0.481508314498  0.336682149481   0.705496786505    70.1318223078 284.11571966  TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602988944.80 602989223.79 0        
6         0        2017:040:00:59:14.606 2017:040:01:03:53.600 34.1029106084   ENAB   6         RETR RETR 50316 NMAN      86.84  WSVIDALLDN -0.362219023814    -0.438637929053  0.193911888082   0.799244846636    49.2971118062 295.217550038 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602989223.79 602989502.78 0        
6         0        2017:040:01:03:53.600 2017:040:01:08:32.593 39.3527056893   ENAB   6         RETR RETR 50316 NMAN      70.28  WSVIDALLDN -0.315611902788    -0.380596375907  0.0423948117266  0.868180974587    23.9466556594 311.371049911 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602989502.78 602989781.78 0        
6         0        2017:040:01:08:32.593 2017:040:01:13:11.587 38.3906630765   ENAB   6         RETR RETR 50316 NMAN      57.18  WSVIDALLDN -0.259521061957    -0.311148197448  -0.108041767498  0.907834011993    357.464854593 328.975606863 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602989781.78 602990060.77 0        
6         0        2017:040:01:13:11.587 2017:040:01:17:50.580 34.5128870738   ENAB   6         RETR RETR 50316 NMAN      50.87  WSVIDALLDN -0.21791712517     -0.259815899184  -0.20547025163   0.918035838089    341.311984935 339.145328188 TE_007AE -468      -99616 dec,pitch,q1,q2,q3,q4,ra,roll                    602990060.77 602990339.76 0        
